Song,Artists,Release Date,Popularity
Ikk Kudi,['Shahid Mallya'],2016-05-18,51
Hass Nache Le,['Shahid Mallya'],2016-05-18,35
Ud-daa Punjab,"['Vishal Dadlani', 'Amit Trivedi']",2016-05-18,48
Qatl-E-Aam,['Sona Mohapatra'],2016-06-03,28
"Nachange Saari Raat (feat. Neeraj Shridhar, Tulsi Kumar)","['Meet Bros.', 'Neeraj Shridhar', 'Tulsi Kumar']",2016-05-30,50
Ishqe Di Lat,"['Ankit Tiwari', 'Tulsi Kumar']",2016-05-30,28
Baby Ko Bass Pasand Hai,"['Vishal Dadlani', 'Shalmali Kholgade', 'Isheeta', 'Badshah']",2016-05-31,46
440 Volt,['Mika Singh'],2016-05-31,38
Tuk Tuk,"['Nooran Sisters', 'Vishal Dadlani']",2016-05-31,30
Jag Ghoomeya (Female),['Neha Bhasin'],2016-05-31,36
Resham Ka Rumaal,"['Toshi Sabri', 'Soniya Sharma']",2016-07-28,20
Jaaneman Aah (Film Version),"['Nakash Aziz', 'Antara Mitra']",2016-07-15,21
Sarsariya,"['Shashwat Singh', 'Shashaa Tirupati']",2016-07-06,27
Beat Pe Booty,"['Sachin Sanghvi', 'Jigar Saraiya', 'Vayu', 'Kanika Kapoor']",2016-08-04,40
Khair Mangda,['Atif Aslam'],2016-08-04,40
Baadal,['Sunidhi Chauhan'],2016-08-16,17
Rajj Rajj Ke,"['Sonakshi Sinha', 'Vishal Dadlani']",2016-08-16,18
Kala Chashma,"['Amar Arshi', 'Badshah', 'Neha Kakkar', 'Indeep Bakshi']",2016-08-04,58
Teri Khair Mangdi,['Bilal Saeed'],2016-08-04,60
Nachde Ne Saare,"['Jasleen Royal', 'Harshdeep Kaur', 'Siddharth Mahadevan']",2016-08-04,56
Sau Aasmaan,"['Armaan Malik', 'Neeti Mohan']",2016-08-04,61
Lo Maan Liya,['Arijit Singh'],2016-08-19,44
Mai Ri Mai,"['Neeti Mohan', 'Harshdeep Kaur']",2016-09-20,11
Bhookamp,"['Kalpana Patowary', 'Alamgir Khan', 'Swanand Kirkire']",2016-09-20,4
Kachhuva,['Neeti Mohan'],2016-09-20,2
Baisaa,['Gazi Khan Barna'],2016-09-20,10
Hichki,"['Chanan Khan', 'Gazi Khan Barna']",2016-09-20,8
Kaun Tujhe,['Palak Muchhal'],2016-09-17,54
Jab Tak,['Armaan Malik'],2016-09-17,50
Aave Re Hitchki,"['Mame Khan', 'Shankar Mahadevan']",2016-09-08,26
Hota Hai,"['Nooran Sisters', 'Saieen Zahoor', 'Akhtar Chinnal', 'Daler Mehndi']",2016-09-08,17
Ek Nadi Thi,"['Nooran Sisters', 'K. Mohan']",2016-09-08,16
Tutak Tutak Tutiya,"['Malkit Singh', 'Kanika Kapoor', 'Sonu Sood']",2016-09-19,25
"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)","['Mithoon', 'Arijit Singh', 'Sunidhi Chauhan']",2016-10-07,59
"Bolo Har Har Har (feat. Mohit Chauhan, Sukhwinder Singh, Badshah, Megha Sriram Dalton, Anugrah, Sandeep Shrivastava)","['Mithoon', 'Mohit Chauhan', 'Sukhwinder Singh', 'Badshah', 'Megha Sriram Dalton', 'Anugrah', 'Sandeep Shrivastava']",2016-10-07,52
Bulleya,"['Pritam', 'Amit Mishra', 'Shilpa Rao']",2016-10-26,57
Channa Mereya,"['Pritam', 'Arijit Singh']",2016-10-26,61
The Breakup Song,"['Pritam', 'Arijit Singh', 'Badshah', 'Jonita Gandhi', 'Nakash Aziz']",2016-10-26,54
Cutiepie,"['Pritam', 'Pardeep Singh Sran', 'Nakash Aziz']",2016-10-26,53
Alizeh,"['Pritam', 'Arijit Singh', 'Ash King', 'Shashwat Singh']",2016-10-26,42
Bulleya - Reprise,"['Pritam', 'Arijit Singh', 'Shilpa Rao']",2016-10-26,37
Channa Mereya - Unplugged,"['Pritam', 'Arijit Singh']",2016-10-26,56
Aaj Jane Ki Zid Na Karo,"['Sohail Rana', 'Shilpa Rao']",2016-10-26,42
Teri Fariyad,"['Rekha Bhardwaj', 'Jagjit Singh']",2016-10-20,42
Ishq Mubarak,['Arijit Singh'],2016-10-20,43
Dekh Lena,"['Arijit Singh', 'Tulsi Kumar']",2016-10-20,38
Tum Bin,['Ankit Tiwari'],2016-10-20,32
Dil Nawaziyaan,"['Arko Pravo Mukherjee', 'Payal Dev']",2016-10-20,20
O Janiya,['Neha Kakkar'],2016-10-27,16
Ude Dil Befikre,['Benny Dayal'],2016-12-01,50
Je T'aime,"['Vishal Dadlani', 'Sunidhi Chauhan']",2016-12-01,35
You And Me,"[""Nikhil D'Souza"", 'Rachel Varghese']",2016-12-01,32
Labon Ka Karobaar,['Papon'],2016-12-01,33
Wajah Tum Ho,"['Mithoon', 'Altamash Faridi', 'Tulsi Kumar']",2016-11-05,32
Haanikaarak Bapu,"['Sarwar Khan', 'Sartaz Khan Barna']",2016-12-14,36
Dhaakad,['Raftaar'],2016-12-14,46
Gilehriyaan,['Jonita Gandhi'],2016-12-14,39
