Song,Artists,Release Date,Popularity
Aila Re,"['Vishal Dadlani', 'Shreyas Puranik']",2019-06-21,33
Chashni Reprise,['Neha Bhasin'],2019-05-17,36
Mukhda Vekh Ke,"['Mika Singh', 'Dhvani Bhanushali']",2019-05-15,31
Naad Khula,['Shreyas Puranik'],2019-06-21,26
Pink Gulaabi Sky,"['Pritam', 'Shashwat Singh', 'Jonita Gandhi']",2019-10-04,32
"Don't Be Shy Again (From ""Bala"")","['Sachin-Jigar', 'Badshah', 'Shalmali Kholgade', 'Gurdeep Mehendi']",2019-10-18,64
Azadi,"['Dub Sharma', 'DIVINE']",2019-01-24,56
Main Deewana Tera,"['Guru Randhawa', 'Nikhita Gandhi']",2019-07-20,29
Slow Motion,"['Shreya Ghoshal', 'Nakash Aziz']",2019-05-17,38
Crazy Habibi Vs Decent Munda,"['Guru Randhawa', 'Benny Dayal']",2019-07-20,26
Jeene Mein Aye Maza,"['Ankur Tewari', 'Mikey McCleary']",2019-01-24,46
Tum Na Aaye,['KK'],2019-03-01,26
Aaya Na Tu,['Jyoti Nooran'],2019-05-17,29
Koka,"['Jasbir Jassi', 'Badshah', 'Dhvani Bhanushali']",2019-07-26,27
Bumro,['Kamaal Khan'],2019-03-08,38
Main Bhi Nahi Soya,"['Vishal-Shekhar', 'Arijit Singh']",2019-04-26,41
Chale Aana,['Armaan Malik'],2019-05-15,56
Sheher Ki Ladki,"['Badshah', 'Tulsi Kumar', 'Abhijeet', 'Chandra Dixit']",2019-07-26,30
Yeh Aaina,['Shreya Ghoshal'],2019-06-14,59
Hauli Hauli,"['Garry Sandhu', 'Neha Kakkar', 'Mellowd']",2019-05-15,40
Dil Royi Jaye,['Arijit Singh'],2019-05-15,43
Aithey Aa,"['Akasa Singh', 'Neeti Mohan', 'Kamaal Khan']",2019-05-17,45
Turpeya,['Sukhwinder Singh'],2019-05-17,33
Udd Jaa,['Tochi Raina'],2019-07-26,14
"Bad Boy (From ""Saaho"")","['Badshah', 'Benny Dayal', 'Sunitha Sarathy']",2019-08-19,37
Ek Chumma,"['Sohail Sen', 'Altamash Faridi', 'Jyotica Tangri']",2019-10-23,43
Dhoonde Akhiyaan,"['Yasser Desai', 'Altamash Faridi']",2019-07-19,41
Ki Honda Pyaar (Arijit Singh Version),['Arijit Singh'],2019-07-19,55
Pal Pal Dil Ke Paas- Title Track,"['Arijit Singh', 'Parampara Thakur']",2019-08-29,61
Chammo,"['Sohail Sen', 'Sukhwinder Singh', 'Shreya Ghoshal', 'Shadab Faridi']",2019-10-23,36
Macchardani,"['Jyotica Tangri', 'Vishal Mishra']",2019-07-19,33
Udta Teetar,"['Sunidhi Chauhan', 'Jyoti Nooran']",2019-10-15,24
Glassy 2.0,"['Yo Yo Honey Singh', 'Ashok Mastie', 'Jyotica Tangri']",2019-07-19,27
Shaabaashiyaan,"['Shilpa Rao', 'Anand Bhaskar', 'Abhijeet Srivastava']",2019-09-12,42
Dil Mein Mars Hai,"['Benny Dayal', 'Vibha Saraf']",2019-09-12,34
Tota Udd,"['Raja Hasan', 'Romy']",2019-09-12,24
Ik Mulaqaat Unplugged,"['Meet Bros.', 'Ayushmann Khurrana']",2019-09-06,47
Shaitan Ka Saala,"['Sohail Sen', 'Vishal Dadlani']",2019-10-23,56
Womaniya,"['Vishal Dadlani', 'Vishal Mishra']",2019-10-15,23
Aasmaa,['Asha Bhosle'],2019-10-15,20
Tum Hi Aana (Duet Version),"['Jubin Nautiyal', 'Dhvani Bhanushali']",2020-01-14,25
Tum Hi Aana (Sad Version),['Jubin Nautiyal'],2020-01-14,29
Tum Hi Aana (Happy Version),['Jubin Nautiyal'],2020-01-14,22
Dheeme Dheeme,"['Tony Kakkar', 'Neha Kakkar']",2020-01-14,30
Baby Gold,"['Sona Mohapatra', 'Jyotica Tangri']",2019-10-15,24
Ek Toh Kum Zindagani,"['Neha Kakkar', 'Yash Narvekar']",2020-01-14,24
Thodi Jagah,['Arijit Singh'],2020-01-14,32
Kinna Sona,"['Meet Bros.', 'Jubin Nautiyal', 'Dhvani Bhanushali']",2020-01-14,27
Choti Choti Gal - Jyotica Version,"['Jyotica Tangri', 'Arjuna Harjai']",2019-10-31,30
Ankhiyon Se Goli Mare,"['Mika Singh', 'Tulsi Kumar']",2020-01-14,29
Dilbara (B Praak Version),['B Praak'],2020-01-14,29
Ankhiyon Se Goli Mare Returns,"['Dev Negi', 'Asees Kaur']",2020-01-14,23
Tu Hi Yaar Mera,"['Rochak', 'Arijit Singh', 'Neha Kakkar']",2020-01-14,38
Sapna Hai Sach Hai,"['Shreya Ghoshal', 'Abhay Jodhpurkar']",2019-11-28,36
Habibi Ke Nain,"['Shreya Ghoshal', 'Jubin Nautiyal']",2019-11-13,34
Chandigarh Mein,"['Badshah', 'Harrdy Sandhu', 'Lisa Mishra', 'Asees Kaur']",2019-12-26,57
Sauda Khara Khara,"['Diljit Dosanjh', 'Sukhbir', 'Dhvani Bhanushali', 'Dj Chetas', 'Lijo George']",2019-12-26,58
Maana Dil,['B Praak'],2019-12-26,50
Laal Ghaghra,"['Neha Kakkar', 'Manj Musik', 'Herbie Sahara']",2019-12-26,51
Dil Na Jaaneya,"['Rochak Kohli', 'Lauv', 'Akasa Singh']",2019-12-26,47
