Song,Artists,Release Date,Popularity
Meri Payal Bole,['Kavita Krishnamurthy'],2000-12-31,0
Kem Chhe - Jis Desh Mein Ganga Rehta Hai / Soundtrack Version,"['Bali Brahmbhatt', 'Sunidhi Chauhan']",2000-01-01,9
Prem Jaal - Jis Desh Mein Ganga Rehta Hai / Soundtrack Version,"['Anuradha Sriram', 'Sukhwinder Singh']",2000-01-01,11
Nach Baby Nach Kudi,"['Daler Mehndi', 'Asha Bhosle']",1999-08-21,18
Aap Ka Aana Dil Dhadkana,"['Kumar Sanu', 'Alka Yagnik']",2000-12-31,30
Phir Bhi Dil Hai Hindustani,"['Jatin-Lalit', 'Udit Narayan']",1999-12-05,45
Banke Tera Jogi,"['Jatin-Lalit', 'Alka Yagnik', 'Sonu Nigam']",1999-12-05,41
Aur Kya,"['Jatin-Lalit', 'Abhijeet', 'Alka Yagnik']",1999-12-05,42
Kuch To Bata,"['Jatin-Lalit', 'Abhijeet', 'Alka Yagnik']",1999-12-05,38
Dupatte Ka Palloo,['Richa Sharma'],2000-06-23,4
Har Dil Jo Pyar Karega (Sad),['Alka Yagnik'],2000-06-09,25
"Hum To Mohabbat Karega, Pt. 1","['Sonu Nigam', 'Sunidhi Chauhan']",2000-05-26,7
Dekhen Bhi To Kya Dekhen,"['Lata Mangeshkar', 'Udit Narayan']",2000-11-18,5
Bichua Bichua,['Anupama'],2000-11-18,1
Mohabbat Ke Din Ho,"['Udit Narayan', 'Alka Yagnik']",2000-11-18,1
Har Subah Yaad Rakhna,"['Lata Mangeshkar', 'Udit Narayan', 'Sunny Deol']",2000-11-18,1
Naach,"['Sukhvindar Singh', 'Hema Sardesai']",2000-08-11,0
Arzoo Ki Rahon Mein,"['Udit Narayan', 'Alka Yagnik']",2000-06-17,5
Hadh Kardi Aapne,"['Udit Narayan', 'Kavita Krishnamurthy']",2000-02-26,30
Kudi Kanwari,['Jaspinder Narula'],2000-02-26,26
Jeevan Mein Jaane Jaana,"['Harry Anand', 'Jaspinder Narula']",2000-05-06,20
Dil Tote Tote Ho Gaya,"['Shweta Shetty', 'Hans Raj Hans']",2000-05-06,35
Pyar Tu Dil Tu,"['Vinod Rathod', 'Alka Yagnik']",2000-05-06,19
Gaja Gamini,['Bhupen Hazarika'],2000-12-31,0
Do Sadiyon Ke Sangam,"['Udit Narayan', 'Kavita Krishnamurthy']",2000-12-31,1
