Song,Artists,Release Date,Popularity
679 (feat. Remy Boyz),"['Fetty Wap', 'Remy Boyz']",2015-06-29,75
oui,['Jeremih'],2015-12-04,5
Hands To Myself,['Selena Gomez'],2015-10-09,69
2 Phones,['Kevin Gates'],2016-01-29,70
Starboy,"['The Weeknd', 'Daft Punk']",2016-11-25,17
For Free,"['DJ Khaled', 'Drake']",2016-06-03,4
Never Be Like You,"['Flume', 'Kai']",2016-05-27,32
In The Night,['The Weeknd'],2015-08-28,9
Me Too,['Meghan Trainor'],2016-05-13,43
Ex's & Oh's,['Elle King'],2015-02-13,72
Die A Happy Man,['Thomas Rhett'],2015-01-01,64
White Iverson,['Post Malone'],2016-12-09,8
Close,"['Nick Jonas', 'Tove Lo']",2016-06-10,58
Unsteady,['X Ambassadors'],2015-06-30,9
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","['Lil Wayne', 'Wiz Khalifa', 'Imagine Dragons', 'X Ambassadors', 'Logic', 'Ty Dolla $ign']",2016-06-24,77
Down In the DM (feat. Nicki Minaj) - Remix,"['Yo Gotti', 'Nicki Minaj']",2016-02-19,58
LUV,['Tory Lanez'],2016-08-19,4
Can't Feel My Face,['The Weeknd'],2015-08-28,18
Hymn for the Weekend,['Coldplay'],2015-12-04,77
Say It,['Tory Lanez'],2016-08-19,2
Antidote,['Travis Scott'],2015-09-04,77
Lost Boy,['Ruth B.'],2015-08-21,76
Side To Side,"['Ariana Grande', 'Nicki Minaj']",2016-05-20,17
"Sit Still, Look Pretty",['Daya'],2016-10-07,67
Middle,"['DJ Snake', 'Bipolar Sunshine']",2016-08-05,10
On My Mind,['Ellie Goulding'],2015-11-06,65
Pop Style,"['Drake', 'The Throne']",2016-04-04,1
When We Were Young,['Adele'],2016-06-24,72
Hide Away,['Daya'],2016-10-07,63
Lean On (feat. Me & DJ Snake),"['Major Lazer', 'Me', 'DJ Snake']",2015-05-29,15
I Know What You Did Last Summer,"['Shawn Mendes', 'Camila Cabello']",2015-11-20,11
All The Way Up,"['Fat Joe', 'Remy Ma', 'French Montana', 'InfaRed']",2016-03-02,67
Watch Me (Whip / Nae Nae),['Silente'],2015-05-04,7
Back To Sleep,['Chris Brown'],2015-12-18,64
No Limit,"['Usher', 'Young Thug']",2016-06-13,2
Cut It (feat. Young Dolph),"['O.T. Genasis', 'Young Dolph']",2015-09-25,62
Really Really,['Kevin Gates'],2016-01-29,71
All In My Head (Flex) (feat. Fetty Wap),"['Fifth Harmony', 'Fetty Wap']",2016-05-27,66
Starving,"['Hailee Steinfeld', 'Grey', 'Zedd']",2016-07-22,13
Adventure of a Lifetime,['Coldplay'],2015-12-04,74
Humble And Kind,['Tim McGraw'],2015-01-01,39
Wicked,['Future'],2016-04-13,61
Tiimmy Turner,['Desiigner'],2016-07-22,4
See You Again (feat. Charlie Puth),"['Wiz Khalifa', 'Charlie Puth']",2015-03-10,18
Perfect,['One Direction'],2015-11-13,75
